report_id,record_id,pmid,question_ids,title,agent_provisional_study_id,agent_recommendation,linkage_evidence,trial_registration_ids,duplicate_cluster_ids,component_report_count,confidence,source_record_sha256,decision_authority,human_link_decision,human_study_id,verified_by,verified_at
RPT-PUBMED-29957264,REC-PUBMED-29957264,29957264,A1,Mechanical prosthetic heart valves: Quality of anticoagulation and thromboembolic risk. The observational multicenter PLECTRUM study.,AGENT-STUDY-E6A55C4F591C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,56e514ac731a26f121f4c5e09860037088210eaf917c544a596393fe4380483d,agent_prereview_only,,,,
RPT-PUBMED-29958809,REC-PUBMED-29958809,29958809,A1,Nonvitamin K Oral Anticoagulants in Patients With Atrial Fibrillation and Severe Renal Dysfunction.,AGENT-STUDY-5A7E98A3B600,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9e7a182cc1af96267704b1c17e76e365f5236679106d1e9385ab09bd5248689d,agent_prereview_only,,,,
RPT-PUBMED-29958892,REC-PUBMED-29958892,29958892,A1,The sample that would not clot.,AGENT-STUDY-D6F26D50A1CB,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,1436e3e1448cf2b8464871cd701452fe799f9bc26ab2abccb9dc8d04cf664767,agent_prereview_only,,,,
RPT-PUBMED-29959532,REC-PUBMED-29959532,29959532,B2,Prenatal hyperechogenic kidneys in three cases of infantile hypercalcemia associated with SLC34A1 mutations.,AGENT-STUDY-9C4E760463B2,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7f7591b3c6be3e53f07710ad57fcf71543fc7d95d8e54f7a6bc31c55f580cfcb,agent_prereview_only,,,,
RPT-PUBMED-29961012,REC-PUBMED-29961012,29961012,A1,Treatment and persistence with oral anticoagulants among newly diagnosed patients with non-valvular atrial fibrillation: a retrospective observational study in a US commercially insured and Medicare Advantage population.,AGENT-STUDY-717579005937,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a41b103c0baabf170d087c7ee2cf3163e48d7dbd5ee7eeb870cd8ffd3ca60e73,agent_prereview_only,,,,
RPT-PUBMED-29963686,REC-PUBMED-29963686,29963686,A1,Antifibrinolytic therapy for preventing oral bleeding in people on anticoagulants undergoing minor oral surgery or dental extractions.,AGENT-STUDY-DDA243765E93,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,eefe2cff06e48781fa948fd02d045aaf647dc8301239c7562e7d8e113f576f0e,agent_prereview_only,,,,
RPT-PUBMED-29966487,REC-PUBMED-29966487,29966487,A1,The secondary prevention of venous thromboembolism: Towards an individual therapeutic strategy.,AGENT-STUDY-523D708705BB,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a4eb96cac31717a63cab9ec75632792e565daa332bb7000d9e00ad12cf70b5fd,agent_prereview_only,,,,
RPT-PUBMED-29967876,REC-PUBMED-29967876,29967876,A1,"Non-Obvious, Post-Traumatic, Life-Threatening Bleeding in Two Elderly Patients.",AGENT-STUDY-36BD991DB86C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,599271018970a34fb597bc0f5aa8bf42e379510de3a7a4d9706762ccc451abea,agent_prereview_only,,,,
RPT-PUBMED-29968198,REC-PUBMED-29968198,29968198,A1,"Triple Therapy: When, if Ever?",AGENT-STUDY-49BC500E726C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,f6c5f2a218c001c7643fd7d1eb5825aca904a138a42ca56ae634bf8330482541,agent_prereview_only,,,,
RPT-PUBMED-29970059,REC-PUBMED-29970059,29970059,B2,Calcifediol (25-hydroxyvitamin D) improvement and calcium-phosphate metabolism of alendronate sodium/vitamin D3 combination in Chinese women with postmenopausal osteoporosis: a post hoc efficacy analysis and safety reappraisal.,AGENT-STUDY-B3BBB7741D8A,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,142dc6c295beeddb4809c28bbb3b348f515293ab59bf1fe6dfdeb4f28941f109,agent_prereview_only,,,,
RPT-PUBMED-29971964,REC-PUBMED-29971964,29971964,A1,Safety and efficacy of nonvitamin K antagonist oral anticoagulants during catheter ablation of atrial fibrillation: A systematic review and meta-analysis.,AGENT-STUDY-9B59E317F5ED,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9fae57a4cd65669f973a5755e47e353ce9a39c1ef882bff91c89551dd2b75efc,agent_prereview_only,,,,
RPT-PUBMED-29973997,REC-PUBMED-29973997,29973997,A1,Newer Oral Anticoagulants in the Treatment of Acute Portal Vein Thrombosis in Patients with and without Cirrhosis.,AGENT-STUDY-41BED89B451B,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,97261e8da4c4912c3a94afb6270b09d940b417e73b8185587c471cdc421afc18,agent_prereview_only,,,,
RPT-PUBMED-29974611,REC-PUBMED-29974611,29974611,A1,Less abnormal uterine bleeding with dabigatran than warfarin in women treated for acute venous thromboembolism.,AGENT-STUDY-B4785EF17F13,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9be38e30802ed6993a63416edd736a851b8367f6189ffb82977a76fa00fe7eee,agent_prereview_only,,,,
RPT-PUBMED-29977226,REC-PUBMED-29977226,29977226,B2,Impact of Altered Mineral Metabolism on Pathological Cardiac Remodeling in Elevated Fibroblast Growth Factor 23.,AGENT-STUDY-405841EBD288,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,f1beffda6494ac26f0f893ac19d0ce8949f3baec9526ad8d2f46e5e4704d4b3d,agent_prereview_only,,,,
RPT-PUBMED-29980023,REC-PUBMED-29980023,29980023,A1,"A simple, sensitive, and high-throughput LC-APCI-MS/MS method for simultaneous determination of vitamin K1, vitamin K1 2,3-epoxide in human plasma and its application to a clinical pharmacodynamic study of warfarin.",AGENT-STUDY-E1454271CADB,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,32357a60a29b77a4e2934a61e4a80103615cdd3b7db0c6b138c0f01f20978e16,agent_prereview_only,,,,
RPT-PUBMED-29982383,REC-PUBMED-29982383,29982383,A1,Uninterrupted direct oral anticoagulants vs. uninterrupted vitamin K antagonists during catheter ablation of non-valvular atrial fibrillation: a systematic review and meta-analysis of randomized controlled trials.,AGENT-STUDY-9D05904B03EC,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,5521be0797f4eba7cd6c214cbad19d6105cc7af8e4dd1caae2157200968958a3,agent_prereview_only,,,,
RPT-PUBMED-29985282,REC-PUBMED-29985282,29985282,A1,Non-Vitamin K Antagonist Oral Anticoagulants in Patients With Atrial Fibrillation and Thrombocytopenia.,AGENT-STUDY-28F57DFBA8C2,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,2d96ad0424e188227f087263ffb8c27f2c218e3c7f047447407c205eacaadea2,agent_prereview_only,,,,
RPT-PUBMED-29986001,REC-PUBMED-29986001,29986001,A1,Stroke and bleeding risk scores in patients with atrial fibrillation and valvular heart disease: evaluating 'valvular heart disease' in a nationwide cohort study.,AGENT-STUDY-0D7181F60506,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7bdbcf7f148c698a58a97179e745bbd82202551fa83b0c118f128160abf53f01,agent_prereview_only,,,,
RPT-PUBMED-29995658,REC-PUBMED-29995658,29995658,A1,"Ibrutinib-related bleeding: pathogenesis, clinical implications and management.",AGENT-STUDY-A9A77CE39D71,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,4e085d8f192b5176a5ff18ae4754e706c27cdae988d88aee7c8d711386321b9d,agent_prereview_only,,,,
RPT-PUBMED-30000755,REC-PUBMED-30000755,30000755,B2,Calcitriol,AGENT-STUDY-9C8BD6CEBEBF,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,c25da32bfed2dc32ec162f02db6b6239145f7f978025b6dbb0396ed7765b8e36,agent_prereview_only,,,,
RPT-PUBMED-30007110,REC-PUBMED-30007110,30007110,A1,Risk factors for intracranial hemorrhage during vitamin K antagonist therapy in patients with nonvalvular atrial fibrillation: A case-control study.,AGENT-STUDY-D9C8EDE62104,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7dd7e0aa1e218ad1c2215e8ac5bde6ee5974b29dfaf39500fd4d21098bd1cb96,agent_prereview_only,,,,
RPT-PUBMED-30007134,REC-PUBMED-30007134,30007134,A1,Diagnostics and treatment of thrombotic antiphospholipid syndrome (APS): A personal perspective.,AGENT-STUDY-1C8B94065B6B,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,c53393f8d079a7b6f75a8c68112b18c146ee6ae6a81f00e43438f988ba668eb1,agent_prereview_only,,,,
RPT-PUBMED-30015064,REC-PUBMED-30015064,30015064,A1,Safety and efficacy of non-vitamin K oral anticoagulant for atrial fibrillation patients after percutaneous coronary intervention: A bivariate analysis of the PIONEER AF-PCI and RE-DUAL PCI trial.,AGENT-STUDY-47490671F83A,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,12229d22d9e9d9fddeb02d146d2f1a8627195c6b7922bd48c2dfe9c14b51ce51,agent_prereview_only,,,,
RPT-PUBMED-30016398,REC-PUBMED-30016398,30016398,A1,Economic evaluation of the use of non-vitamin K oral anticoagulants in patients with atrial fibrillation on antiplatelet therapy: a modelling analysis using the healthcare system in the Netherlands.,AGENT-STUDY-DD2396486F2F,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,45873fb316dcba79134c57487d2f9d2ab411d056aba4173313fe7a612b6d837c,agent_prereview_only,,,,
RPT-PUBMED-30018769,REC-PUBMED-30018769,30018769,A1,Efficacy and safety of dabigatran versus warfarin from the RE-LY trial.,AGENT-STUDY-FF7CDF6FB099,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9eb0bed963c2daa0d9a10f6a455ea361790981f02adbaa5ac57d76d8f30fe64a,agent_prereview_only,,,,
RPT-PUBMED-30018775,REC-PUBMED-30018775,30018775,A1,Direct oral anticoagulants versus standard triple therapy in atrial fibrillation and PCI: meta-analysis.,AGENT-STUDY-7C58CBFBA528,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3635ecf1cea6a60a3e38a15818cb1d5eaa2c905cd202c2a1306702d609412b4c,agent_prereview_only,,,,
RPT-PUBMED-30020140,REC-PUBMED-30020140,30020140,A1,Which anticoagulants should be used for stroke prevention in non-valvular atrial fibrillation and severe chronic kidney disease?,AGENT-STUDY-E6D547C2A86E,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,43b217dc17cee866794432faebc864ec81d9260a092ae533706694dc2304a3e2,agent_prereview_only,,,,
RPT-PUBMED-30020719,REC-PUBMED-30020719,30020719,A1,Fresh Frozen Plasma (FFP),AGENT-STUDY-F1715E823B3D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,2f3a83dbb410c3f7496b6f8beaeafda706cbdc6e7c233ced5ee942c50173019a,agent_prereview_only,,,,
RPT-PUBMED-30028001,REC-PUBMED-30028001,30028001,A1,Incidence of intracranial bleeding in anticoagulated patients with minor head injury: a systematic review and meta-analysis of prospective studies.,AGENT-STUDY-BF119B4E71C5,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,f888f9b7f3f2fbbeed8fc51073ccdd0672b9223a8a9e5d3adb936c4c15f7b6eb,agent_prereview_only,,,,
RPT-PUBMED-30034905,REC-PUBMED-30034905,30034905,B2,Successful Treatment of Severe Atopic Dermatitis with Calcitriol and Paricalcitol in an 8-Year-Old Girl.,AGENT-STUDY-E6ADE19A3554,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7f88451999bff583b8c0d31c41cdbd42aa5a4c755378d6bbc798ad63ecabaaee,agent_prereview_only,,,,
RPT-PUBMED-30035444,REC-PUBMED-30035444,30035444,B1,[Recurrent Kidney Stones in a patient with Malabsorption Syndrome].,AGENT-STUDY-43A5C43EADD5,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,0afb1c80a71440da4a0b157cab13124f39789c9cb2211d7952ae88cc6dbeff60,agent_prereview_only,,,,
RPT-PUBMED-30036900,REC-PUBMED-30036900,30036900,A1,[Oral Anticoagulants: Management of Elective and Emergency Surgery].,AGENT-STUDY-4AF4A7FDDBFE,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7a9d5b0630b223d9938cc48cc198d42d28fa130d6cff87b0e99111e9baf74bde,agent_prereview_only,,,,
RPT-PUBMED-30037036,REC-PUBMED-30037036,30037036,B2,Vitamins D: Relationship between Structure and Biological Activity.,AGENT-STUDY-9B78E4072326,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,375b3fc4b5282c984d57b353189e51e94162d3ecde1b061a71647bf893f5d093,agent_prereview_only,,,,
RPT-PUBMED-30039387,REC-PUBMED-30039387,30039387,B3,The influence of dietary supplementation with cranberry tablets on the urinary risk factors for nephrolithiasis.,AGENT-STUDY-EE3CA5F7AA1B,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9f2124ef26da0079ba3135fc573b75cb76ad1e66af5bb3a68e15ee9fc1a1d125,agent_prereview_only,,,,
RPT-PUBMED-30040506,REC-PUBMED-30040506,30040506,A1,Impact of superior ophthalmic vein thrombosis: a case series and literature review.,AGENT-STUDY-76B9784DDC26,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,b94a7ec30c893b12bef08b87610747e608d79f48915a00506ff33d10a4caa866,agent_prereview_only,,,,
RPT-PUBMED-30040996,REC-PUBMED-30040996,30040996,A1,Pharmacokinetic drug interactions of the non-vitamin K antagonist oral anticoagulants (NOACs).,AGENT-STUDY-BBEE858D767D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,beb67e5fa399c67f2a3822ed2cb902bca5469062d8777cdb187f63beac96a85d,agent_prereview_only,,,,
RPT-PUBMED-30041779,REC-PUBMED-30041779,30041779,A1,Non-vitamin K antagonists oral anticoagulants are as safe and effective as warfarin for cardioversion of atrial fibrillation: A systematic review and meta-analysis.,AGENT-STUDY-F4271B6310A7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,12679285e218334fe47dcfba28fb66f61926ab2448ebb516e54e677a12c50223,agent_prereview_only,,,,
RPT-PUBMED-30044254,REC-PUBMED-30044254,30044254,A1,Role of Hypertension and Other Clinical Variables in Prognostication of Patients Presenting to the Emergency Department With Major Bleeding Events.,AGENT-STUDY-F9BDF3D17FEB,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,50181ce487e6fcfd4f46a53b712c1ff968854a3e7c317f50bc1f5830fd76b9fe,agent_prereview_only,,,,
RPT-PUBMED-30046691,REC-PUBMED-30046691,30046691,A2,"Safety, pharmacokinetics and pharmacodynamics of idarucizumab, a specific dabigatran reversal agent in healthy Japanese volunteers: a randomized study.",AGENT-STUDY-54A155176A68,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,NCT02028780,,1,low,af1f2e603154f63734b9b024a66c8150676506f74ac21bc80d70c66b0825af76,agent_prereview_only,,,,
RPT-PUBMED-30046709,REC-PUBMED-30046709,30046709,A1,Clinical outcome of patients with a vitamin K antagonist-associated bleeding treated with prothrombin complex concentrate.,AGENT-STUDY-8C227D0FEF2B,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,b3dbff871307aea949c7b8a66c7b7410f1640748d7c7e8e14dd582e406d5da69,agent_prereview_only,,,,
RPT-PUBMED-30046754,REC-PUBMED-30046754,30046754,A1,"Associations between illness beliefs, medication beliefs, anticoagulation-related quality of life, and INR control: Insights from the Switching Study.",AGENT-STUDY-683BD29191CB,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,14b89b796eafd6e630baeabe20729daaf4287f58817bbf9625b6e18230acce87,agent_prereview_only,,,,
RPT-PUBMED-30046758,REC-PUBMED-30046758,30046758,A1,Extended anticoagulation for unprovoked venous thromboembolism.,AGENT-STUDY-8C3B11D8E13F,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,c810bc7efca93eb788458cabab07778fe4580b5c021c71f93ffe52ff8db7b097,agent_prereview_only,,,,
RPT-PUBMED-30049460,REC-PUBMED-30049460,30049460,A1,"Estimated Effectiveness and Safety of Nonvitamin K Antagonist Oral Anticoagulants Compared With Optimally Acenocoumarol Anticoagulated ""Real-World"" in Patients With Atrial Fibrillation.",AGENT-STUDY-FBBF3919C5A2,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,64429846d31c971d41b59b39293e223e8e3e554429fe81f5aaa912ec14a03ec0,agent_prereview_only,,,,
RPT-PUBMED-30050002,REC-PUBMED-30050002,30050002,A1,"VKORC1L1, An Enzyme Mediating the Effect of Vitamin K in Liver and Extrahepatic Tissues.",AGENT-STUDY-65C9472E5883,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,63c14a91bd5c91f5e3e68c89921f354c762d96c298c78286d6c3e1aa9dbff80d,agent_prereview_only,,,,
RPT-PUBMED-30051222,REC-PUBMED-30051222,30051222,A1,Pharmacist's interventions improve time in therapeutic range of elderly rural patients on warfarin therapy: a randomized trial.,AGENT-STUDY-315A80D2F90D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,eed97bc94668d4fa9da7bd30dc906fdb270835cfa7d1fde150ac8f5a1bfdcbcb,agent_prereview_only,,,,
RPT-PUBMED-30052894,REC-PUBMED-30052894,30052894,A1,Real-world vs. randomized trial outcomes in similar populations of rivaroxaban-treated patients with non-valvular atrial fibrillation in ROCKET AF and XANTUS.,AGENT-STUDY-EC26E5BFBBCB,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,666852969a7bc012cdec6558dca1c687ef670cd1bae791211cef188ca67e17e0,agent_prereview_only,,,,
RPT-PUBMED-30056401,REC-PUBMED-30056401,30056401,B2,"The impact of vitamin D supplementation on vitamin D level, urinary calcium excretion and bone density in patients with hypercalciuria and vitamin D deficiency - preliminary report.",AGENT-STUDY-740516B49991,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9a2637863bdeab4487649cb4b6fe1ab49fc73cc36392c8cd1e51f9e3d410a470,agent_prereview_only,,,,
