link_candidate_id,nct_id,registry_record_id,pmid,pubmed_record_id,reference_type,registry_question_ids,registry_title,pubmed_title,pubmed_doi,agent_recommendation,recommendation_reason,pubmed_in_search_corpus,source_context_sha256,decision_authority,human_link_decision,verified_by,verified_at
LINK-CTGOV-NCT02565836-PMID-23935011,NCT02565836,REC-CTGOV-NCT02565836,23935011,REC-PUBMED-23935011,BACKGROUND,A1,Fixed-dose Activated Versus Variable-dose Inactivated Prothrombin Complex Concentrate for Warfarin-associated Major Bleed,"Efficacy and safety of a 4-factor prothrombin complex concentrate in patients on vitamin K antagonists presenting with major bleeding: a randomized, plasma-controlled, phase IIIb study.",10.1161/circulationaha.113.002283,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,02b2e48d9d5af2894e2c0a1fbe85c036d2ac45e37399cf93550d453e1c7e1fab,agent_prereview_only,,,
LINK-CTGOV-NCT02610933-PMID-38189593,NCT02610933,REC-CTGOV-NCT02610933,38189593,REC-PUBMED-38189593,DERIVED,A1,Effect on Vascular Calcification of Replacing Warfarin by Rivaroxaban With or Without VitK2 in Hemodialysis Patients,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,b447cafdd9830224d0b052f90d368e2a665c20e911bdad763d8c3cc910d302bb,agent_prereview_only,,,
LINK-CTGOV-NCT02618577-PMID-28760205,NCT02618577,REC-CTGOV-NCT02618577,28760205,REC-PUBMED-28760205,BACKGROUND,A1,Non-vitamin K Antagonist Oral Anticoagulants in Patients With Atrial High Rate Episodes,Probing oral anticoagulation in patients with atrial high rate episodes: Rationale and design of the Non-vitamin K antagonist Oral anticoagulants in patients with Atrial High rate episodes (NOAH-AFNET 6) trial.,10.1016/j.ahj.2017.04.015,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,a8c1a448281e4041a73d07a31230ecd61e4bab54d07e9c3a2719fc5d6209f0bd,agent_prereview_only,,,
LINK-CTGOV-NCT02618577-PMID-31377792,NCT02618577,REC-CTGOV-NCT02618577,31377792,REC-PUBMED-31377792,BACKGROUND,A1,Non-vitamin K Antagonist Oral Anticoagulants in Patients With Atrial High Rate Episodes,"Atrial high-rate episodes: prevalence, stroke risk, implications for management, and clinical gaps in evidence.",10.1093/europace/euz172,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,71da5cac459892611ab874ba1dbc169bf2e77caab68ac93ba2e6c7d1dccd940f,agent_prereview_only,,,
LINK-CTGOV-NCT02618577-PMID-37622677,NCT02618577,REC-CTGOV-NCT02618577,37622677,REC-PUBMED-37622677,DERIVED,A1,Non-vitamin K Antagonist Oral Anticoagulants in Patients With Atrial High Rate Episodes,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,0dce7a020e0fd3b2eff491da49a6e906424b245b8f33248c8d2f2e28de14d85e,agent_prereview_only,,,
LINK-CTGOV-NCT02735902-PMID-11575214,NCT02735902,REC-CTGOV-NCT02735902,11575214,REC-PUBMED-11575214,BACKGROUND,A1,Anticoagulation Alone Versus Anticoagulation and Aspirin Following Transcatheter Aortic Valve Interventions (1:1),,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,cb59bc2a4f1de667a752c08d292b251f9089c37b3f6dd9de9f30e737632e8684,agent_prereview_only,,,
LINK-CTGOV-NCT02735902-PMID-23026477,NCT02735902,REC-CTGOV-NCT02735902,23026477,REC-PUBMED-23026477,BACKGROUND,A1,Anticoagulation Alone Versus Anticoagulation and Aspirin Following Transcatheter Aortic Valve Interventions (1:1),,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,8b52ae5f808ec72241a06fd562d3b9b204401183e6ca46f48ad46fe0643a560a,agent_prereview_only,,,
LINK-CTGOV-NCT02740335-PMID-12424167,NCT02740335,REC-CTGOV-NCT02740335,12424167,REC-PUBMED-12424167,BACKGROUND,A1,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.",,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,c8f963ca8c6c3a589576a90c14fdcbb6ec649cbf37f21cc27ab04c8738c2876a,agent_prereview_only,,,
LINK-CTGOV-NCT02740335-PMID-12586128,NCT02740335,REC-CTGOV-NCT02740335,12586128,REC-PUBMED-12586128,BACKGROUND,A1,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.",Correction of INR by prothrombin complex concentrate and vitamin K in patients with warfarin related hemorrhagic complication.,10.1016/s0049-3848(02)00402-4,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,70f3212cb6b5e268f17cba9f71878d898e8b1ad412c41816097d6b60f170ff15,agent_prereview_only,,,
LINK-CTGOV-NCT02740335-PMID-16182346,NCT02740335,REC-CTGOV-NCT02740335,16182346,REC-PUBMED-16182346,BACKGROUND,A1,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.",,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,586545a8ba6cf5f45fa0fd15fbbd679788f5ae5d03c3c538fd27ad0a0d4757c2,agent_prereview_only,,,
LINK-CTGOV-NCT02740335-PMID-16689743,NCT02740335,REC-CTGOV-NCT02740335,16689743,REC-PUBMED-16689743,BACKGROUND,A1,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.",,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,2b5b1b1992dc50981e88374d02544c23bdcf1ecbe7361a5fe5c3d66e82134604,agent_prereview_only,,,
LINK-CTGOV-NCT02740335-PMID-16810012,NCT02740335,REC-CTGOV-NCT02740335,16810012,REC-PUBMED-16810012,BACKGROUND,A1,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.",,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,e7cbecc5681e00fef5e3dafc513dedffd1f5a90b4053bcfa3a53014559b72c80,agent_prereview_only,,,
LINK-CTGOV-NCT02740335-PMID-21671894,NCT02740335,REC-CTGOV-NCT02740335,21671894,REC-PUBMED-21671894,BACKGROUND,A1,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.",,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,9db51dc2eb1193330c393d04ee51084325451d4c8357ff1bae2cf656cfa48921,agent_prereview_only,,,
LINK-CTGOV-NCT02740335-PMID-2281231,NCT02740335,REC-CTGOV-NCT02740335,2281231,REC-PUBMED-2281231,BACKGROUND,A1,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.",,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,f72b1100aa673bdab037399668ccb0d863bcc9edbbcb15d99aae017df7261cec,agent_prereview_only,,,
LINK-CTGOV-NCT02740335-PMID-25728933,NCT02740335,REC-CTGOV-NCT02740335,25728933,REC-PUBMED-25728933,BACKGROUND,A1,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.","Four-factor prothrombin complex concentrate versus plasma for rapid vitamin K antagonist reversal in patients needing urgent surgical or invasive interventions: a phase 3b, open-label, non-inferiority, randomised trial.",10.1016/s0140-6736(14)61685-8,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,899f10ffc448d82cf86b59b4598033fccad099b2a15712929b8f5609db7c1204,agent_prereview_only,,,
LINK-CTGOV-NCT02740335-PMID-39088218,NCT02740335,REC-CTGOV-NCT02740335,39088218,REC-PUBMED-39088218,DERIVED,A1,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.",Vitamin K Antagonist Reversal for Urgent Surgery Using 4-Factor Prothrombin Complex Concentrates: A Randomized Clinical Trial.,10.1001/jamanetworkopen.2024.24758,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,true,5b60aca0000c2502c2e7df671e234a49ed60ad30cefce71a5f3edfde74ab25f9,agent_prereview_only,,,
LINK-CTGOV-NCT02740335-PMID-8709780,NCT02740335,REC-CTGOV-NCT02740335,8709780,REC-PUBMED-8709780,BACKGROUND,A1,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.",,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,c8283c47225cf4cf6e48dcc1540f033e5073542bc2f0e5cb99bde9002caa887d,agent_prereview_only,,,
LINK-CTGOV-NCT02740335-PMID-9065997,NCT02740335,REC-CTGOV-NCT02740335,9065997,REC-PUBMED-9065997,BACKGROUND,A1,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.",Emergency oral anticoagulant reversal: the relative efficacy of infusions of fresh frozen plasma and clotting factor concentrate on correction of the coagulopathy.,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,8994d818f75ae79cd5933ce9ec22f863e17feed833d3ae0d55d485fb4238de27,agent_prereview_only,,,
LINK-CTGOV-NCT02740335-PMID-9403477,NCT02740335,REC-CTGOV-NCT02740335,9403477,REC-PUBMED-9403477,BACKGROUND,A1,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.",,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,9126958dfc294fa5b9bb66f40b0684427ac7fa52b278ede9535c01e331040aa8,agent_prereview_only,,,
LINK-CTGOV-NCT02740335-PMID-9857468,NCT02740335,REC-CTGOV-NCT02740335,9857468,REC-PUBMED-9857468,BACKGROUND,A1,"Study of Octaplex, a Four-factor Prothrombin Complex Concentrate (4F-PCC) and Beriplex® P/N (Kcentra) for the Reversal of Vitamin K Antagonist (VKA) Induced Anticoagulation in Patients Needing Urgent Surgery With Significant Bleeding Risk.",,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,5eb82ff49b3314c7bebd7cc1bdd2f63a2fe37695fdec3b644ac1c5e50988bd8a,agent_prereview_only,,,
LINK-CTGOV-NCT02740712-PMID-30427584,NCT02740712,REC-CTGOV-NCT02740712,30427584,REC-PUBMED-30427584,DERIVED,A1,Pharmacokinetic Drug-Drug Interaction Study of Rucaparib,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,382b82a7d9f2df82b1b740666f41a049b4edc24713845537bb1411db4f45193a,agent_prereview_only,,,
LINK-CTGOV-NCT02823093-PMID-15265793,NCT02823093,REC-CTGOV-NCT02823093,15265793,REC-PUBMED-15265793,BACKGROUND,A1,Aortic Calcification and Vitamin K Antagonists,Oral anticoagulant treatment: friend or foe in cardiovascular disease?,10.1182/blood-2004-04-1277,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,120b3ba7b73a853faf47e479476f0fc486ef1e75fa74a7b5d2eb9b15e255763b,agent_prereview_only,,,
LINK-CTGOV-NCT02823093-PMID-18841280,NCT02823093,REC-CTGOV-NCT02823093,18841280,REC-PUBMED-18841280,BACKGROUND,A1,Aortic Calcification and Vitamin K Antagonists,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,091d097b682edaf7d63cc5e7b67eb8f85a27c2c33029920ab23b12b0cfc6d404,agent_prereview_only,,,
LINK-CTGOV-NCT02823093-PMID-6607731,NCT02823093,REC-CTGOV-NCT02823093,6607731,REC-PUBMED-6607731,BACKGROUND,A1,Aortic Calcification and Vitamin K Antagonists,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,f4386356960b04dddda639626afd01234e7a643026dfad46a7a0378b9b34c99a,agent_prereview_only,,,
LINK-CTGOV-NCT02823093-PMID-9743228,NCT02823093,REC-CTGOV-NCT02823093,9743228,REC-PUBMED-9743228,BACKGROUND,A1,Aortic Calcification and Vitamin K Antagonists,Warfarin causes rapid calcification of the elastic lamellae in rat arteries and heart valves.,10.1161/01.atv.18.9.1400,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,70d3925a996a12785172e6295cc158feb975e4f8fb5ca788fef0154b19f29aaf,agent_prereview_only,,,
LINK-CTGOV-NCT02933697-PMID-30206088,NCT02933697,REC-CTGOV-NCT02933697,30206088,REC-PUBMED-30206088,DERIVED,A1,Compare Apixaban and Vitamin-K Antagonists in Patients With Atrial Fibrillation (AF) and End-Stage Kidney Disease (ESKD),Design and rationale of a randomised controlled trial comparing apixaban to phenprocoumon in patients with atrial fibrillation on chronic haemodialysis: the AXADIA-AFNET 8 study.,10.1136/bmjopen-2018-022690,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,true,a089fa0aa2b8a25810842e198cd9085e34acc83f5fef89d37ea5a648d32b05d6,agent_prereview_only,,,
LINK-CTGOV-NCT02933697-PMID-36335915,NCT02933697,REC-CTGOV-NCT02933697,36335915,REC-PUBMED-36335915,DERIVED,A1,Compare Apixaban and Vitamin-K Antagonists in Patients With Atrial Fibrillation (AF) and End-Stage Kidney Disease (ESKD),A Randomized Controlled Trial Comparing Apixaban With the Vitamin K Antagonist Phenprocoumon in Patients on Chronic Hemodialysis: The AXADIA-AFNET 8 Study.,10.1161/circulationaha.122.062779,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,true,0a934dc806ca03286f6fc2f54140bfab65e5878524857bd02540edcbdc067a97,agent_prereview_only,,,
LINK-CTGOV-NCT02981472-PMID-38057072,NCT02981472,REC-CTGOV-NCT02981472,38057072,REC-PUBMED-38057072,DERIVED,A1,A Study of the Safety and Pharmacokinetics of Apixaban Versus Vitamin K Antagonist (VKA) or Low Molecular Weight Heparin (LMWH) in Pediatric Subjects With Congenital or Acquired Heart Disease Requiring Anticoagulation,Apixaban for Prevention of Thromboembolism in Pediatric Heart Disease.,10.1016/j.jacc.2023.10.010,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,true,e0968dcb556d7f121a331e79d1fdf9c68d16e45f345ee39cbaf8c37b7b954e22,agent_prereview_only,,,
